,Unnamed: 0,date,open,high,low,close,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,turbulence
0,81509,2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,38.50502395629883,148158800,AAPL,2,0.3680131388908947,26.709473432156596,24.807733332064597,55.82311239296463,34.459193724536426,4.627397324454868,25.29913870493571,24.857379786173503,51.40914930160475
0,81510,2019-01-02,93.91000366210938,96.2699966430664,93.7699966430664,92.3196029663086,4175400,AXP,2,0.3141171633079054,26.702191372970727,24.84923208131394,55.153353633691495,3.9130826484708736,0.17007332848587714,25.357172457377114,24.88298772176107,51.40914930160475
0,81511,2019-01-02,316.19000244140625,323.95001220703125,313.7099914550781,314.6451416015625,3292200,BA,2,0.2704440197849891,26.654800262569875,24.966505393863233,55.35483920936179,-3.4873424169178393,0.09760726658160196,25.434573046366374,24.90717169443766,51.40914930160475
0,81512,2019-01-02,124.02999877929688,127.87999725341795,123.0,118.6711883544922,4783200,CAT,2,0.2438091453509159,26.648915227367638,25.014731089160684,56.36879004974865,14.673731210518943,7.558633033307183,25.516429646809897,24.929734675089517,51.40914930160475
0,81513,2019-01-02,42.27999877929688,43.20000076293945,42.209999084472656,40.05723571777344,23833500,CSCO,2,0.23775958038727296,26.647734666718556,25.0855891934499,57.997171777922325,19.663424898858718,12.023378530061851,25.585844039916992,24.952564811706544,51.40914930160475
0,81514,2019-01-02,107.33999633789062,111.68000030517578,107.0999984741211,99.26136779785156,6384800,CVX,2,0.2313762147869589,26.631198847136673,25.179078138031784,58.09516704069355,23.298632817907393,12.525193634248454,25.64734592437744,24.9799067179362,51.40914930160475
0,81515,2019-01-02,74.70742797851562,78.18020629882812,74.45124053955078,74.09832763671875,8263226,DD,2,0.22373823644156232,26.600719114173536,25.286510995994924,58.09516704069356,11.806021934322844,8.87412512348864,25.68465385437012,25.00394941965739,51.40914930160475
0,81516,2019-01-02,108.0999984741211,109.13999938964844,107.7300033569336,107.6543426513672,9723500,DIS,2,0.22053563670968757,26.576973597953298,25.38333543067219,58.6120480321558,45.190225834866894,20.852953692758085,25.72330977121989,25.031195322672527,51.40914930160475
0,81517,2019-01-02,164.3300018310547,172.25,163.35000610351562,164.5909881591797,3999400,GS,2,0.21498086681408068,26.57305787923802,25.435907613010514,58.53745885622592,16.346386490976023,15.769203142327425,25.759983762105307,25.057780075073243,51.40914930160475
0,81518,2019-01-02,169.7100067138672,173.17999267578125,169.0500030517578,163.9701385498047,4242900,HD,2,0.20764531355226978,26.547965363366085,25.518884917395635,58.460321421618836,22.065185593886486,17.500386400000178,25.792035738627117,25.08073434829712,51.40914930160475
0,81519,2019-01-02,112.01000213623048,115.9800033569336,111.69000244140624,103.08142852783205,4239900,IBM,2,0.19793247491228882,26.551142508482663,25.533318512940674,58.22244396612883,7.320252965067328,10.887763316474992,25.817480913798015,25.108743095397948,51.40914930160475
0,81520,2019-01-02,45.959999084472656,47.470001220703125,45.77000045776367,44.54919052124024,18774600,INTC,2,0.1576747694494891,26.563223142221503,25.49942963640399,53.91000356241812,-42.95342705191875,2.400387948536028,25.83044630686442,25.13853988647461,51.40914930160475
0,81521,2019-01-02,128.1300048828125,128.3800048828125,126.27999877929688,120.20957946777344,7631700,JNJ,2,0.09181042531418626,26.631532334391324,25.364578581746372,49.82425861587858,-160.46947247711282,24.28074813662908,25.840817578633626,25.15472272237142,51.40914930160475
0,81522,2019-01-02,95.9499969482422,99.77999877929688,95.94000244140624,92.26406860351562,15670900,JPM,2,0.03382897844200272,26.64030653608636,25.237050374619205,49.19202640531156,-164.82595497400277,24.280748136629086,25.83532428741455,25.160443782806396,51.40914930160475
0,81523,2019-01-02,46.93999862670898,47.220001220703125,46.560001373291016,43.98349380493164,11603700,KO,2,-0.030645638924688967,26.661460586732304,25.073087981993282,47.03124892424301,-172.01314697741,24.875922507424075,25.82379233042399,25.162595876057942,51.40914930160475
0,81524,2019-01-02,175.41000366210938,176.3000030517578,174.1699981689453,166.7007598876953,2571500,MCD,2,-0.08774325699116403,26.688684265211,24.909542282030213,46.25053931215896,-179.28754322742105,26.522389289556507,25.811343383789062,25.170447826385498,51.40914930160475
0,81525,2019-01-02,187.82000732421875,190.9900054931641,186.6999969482422,176.6388397216797,2475200,MMM,2,-0.11014849528043413,26.619491816967425,24.8500154004398,48.947823284955554,-162.81722940243273,29.4161913475476,25.80780709584554,25.188364632924397,51.40914930160475
0,81526,2019-01-02,75.29000091552734,75.98999786376953,74.5999984741211,71.3208999633789,14427600,MRK,2,-0.12378102344519704,26.516462824563114,24.823048665305052,49.27697112522701,-123.737121716169,21.044316577291937,25.801865768432616,25.203209400177002,51.40914930160475
